,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,std_mfcc_0,std_mfcc_1,std_mfcc_2,std_mfcc_3,std_mfcc_4,std_mfcc_5,std_mfcc_6,std_mfcc_7,std_mfcc_8,std_mfcc_9,std_mfcc_10,std_mfcc_11,std_mfcc_12,std_mfccs_delta_0,std_mfccs_delta_1,std_mfccs_delta_2,std_mfccs_delta_3,std_mfccs_delta_4,std_mfccs_delta_5,std_mfccs_delta_6,std_mfccs_delta_7,std_mfccs_delta_8,std_mfccs_delta_9,std_mfccs_delta_10,std_mfccs_delta_11,std_mfccs_delta_12,std_mfccs_delta2_0,std_mfccs_delta2_1,std_mfccs_delta2_2,std_mfccs_delta2_3,std_mfccs_delta2_4,std_mfccs_delta2_5,std_mfccs_delta2_6,std_mfccs_delta2_7,std_mfccs_delta2_8,std_mfccs_delta2_9,std_mfccs_delta2_10,std_mfccs_delta2_11,std_mfccs_delta2_12
5022_29405_000001_000000.wav,-299.4692,52.678974,-5.811817,16.284391,-0.7248216,-2.3700526,-9.555128,6.7060766,-14.468615,10.442191,-7.725588,-2.0593708,1.2949489,120.737305,66.18159,39.906048,23.192606,15.549016,17.20411,15.620028,6.355385,12.239088,8.056572,9.973829,10.36567,7.0892606,23.23485,16.243984,8.886107,6.0263486,2.4890978,3.517011,2.9623687,1.2056895,1.9488264,1.3705351,2.126732,1.8675951,1.5075947,15.385558,8.437988,4.5259004,3.0647333,1.4043714,2.4403565,1.7676024,1.1117201,1.4130348,1.1472534,1.2308109,1.0699022,0.96863323
5022_29405_000002_000000.wav,-299.62634,110.79879,-6.1258388,9.703977,5.729068,-5.767889,-9.0484295,-4.5238814,-17.952785,10.531967,-14.309982,-3.4334257,-4.5177193,92.722046,50.614613,35.66745,21.596415,20.493216,17.56831,14.696899,16.093212,15.327065,10.77969,10.889732,9.221674,6.9746275,14.01113,11.748768,7.878878,4.482318,4.433388,3.44982,2.6453013,3.1984608,2.6140416,2.3366804,2.3242223,1.8592849,1.4589168,9.1217575,6.913995,4.331718,2.857749,2.4690406,2.193058,1.7803599,2.1460993,1.4586353,1.1787779,1.1082239,1.2353077,0.95749485
5022_29405_000004_000000.wav,-278.61435,83.598854,-6.5047593,25.639963,9.433891,-4.124928,-11.73057,-2.6428056,-14.817011,7.942143,-15.826506,-6.401211,-1.9573964,85.73453,52.650158,36.08559,26.837116,22.06663,18.380323,15.769281,11.667411,10.380597,11.301415,10.637377,9.499193,9.511839,13.36196,11.515331,6.6607633,5.2133684,4.555761,3.467972,2.775481,1.935142,1.8593552,2.3917537,1.897438,1.9034582,2.0653586,11.63404,7.520466,4.8366013,2.7334526,2.7264473,2.1218638,2.0300858,1.5233052,1.4601315,1.5396401,1.3599763,1.4388167,1.3392262
5049_25947_000015_000005.wav,-322.35602,148.60002,-46.50251,42.337955,37.675358,11.428158,-2.0005658,2.9557242,-4.970628,24.093197,-4.523537,4.2798734,-5.945126,119.51682,42.041855,35.843304,27.85034,19.760773,21.550388,14.501908,12.599286,16.696983,13.058056,12.319386,11.793143,9.30018,21.170418,9.27592,7.1217747,5.617084,3.7657487,4.7323327,3.164024,2.936782,3.0754123,2.3366113,2.019445,2.5643492,2.0133743,10.288221,3.6312063,4.1216984,2.3895247,2.467473,2.679635,1.801933,2.012114,1.5936829,1.3839126,1.5185841,1.2487419,1.1020137
5049_25947_000018_000006.wav,-377.92755,109.08232,-35.32387,55.624268,31.369755,3.9433024,1.8560096,4.612663,1.5413673,10.314374,-3.5649052,7.571087,-0.27026445,138.21399,74.49789,40.538723,48.60939,25.870068,23.80811,14.780059,15.71843,15.093217,12.983813,12.858837,12.830303,13.355935,22.63991,13.7308445,8.329216,9.096968,5.3701396,4.8608174,3.102804,3.2282348,2.5852776,2.4329813,2.652313,2.3905535,2.3876622,12.370368,7.7368383,4.907147,4.7385397,3.2089334,2.7627335,2.0160096,2.0364842,1.5644151,1.6562406,1.847994,1.4499496,1.2830867
5049_25947_000018_000007.wav,-339.24612,106.85319,-35.955368,76.94665,25.159388,6.8420587,5.2222385,8.10399,7.3143735,0.5126278,-9.680729,2.5131772,-3.111292,128.89561,69.33366,40.571278,35.35484,25.88218,19.067724,17.230652,16.925964,13.88527,11.682492,12.693676,11.6345415,9.353563,29.530499,13.864025,8.158726,7.2311444,5.9724154,4.08988,3.7949402,3.7331848,2.8548336,2.517335,2.2246823,2.3705864,1.6334735,9.553696,8.305348,5.4321127,4.87695,3.2468147,2.7092586,2.081993,2.2201421,1.6021916,1.3035733,1.4412007,1.4464993,1.0387733
5104_33406_000004_000004.wav,-332.0679,148.86078,4.1264524,35.201176,18.141848,-7.4182158,2.5220509,5.5203032,-20.25616,4.699004,-8.524471,5.1898665,2.6316786,105.564575,43.5071,29.015627,23.72868,31.603947,22.863327,15.44103,12.422019,16.195066,12.715914,14.889952,9.71726,9.6572075,22.717094,8.25768,6.395285,4.9246125,6.5248494,5.152068,3.2593408,2.4430647,2.8189743,2.623534,3.501875,1.9767162,1.8457243,9.913785,5.1283574,3.3747518,2.9476283,2.5181632,3.232381,1.7949328,1.4698921,1.8521928,2.1133425,1.910781,1.3223958,1.0730205
5104_33406_000004_000005.wav,-321.0501,108.234634,-8.343271,42.973755,16.768372,-0.7363851,-3.8232753,-8.418725,-23.529003,0.2721373,-8.715061,-1.8091091,-4.9032283,91.14251,72.94831,27.339848,24.762995,29.698774,20.214106,11.880011,16.663166,15.4130945,15.464519,15.045023,12.615906,10.983832,15.219474,15.504918,4.9722137,5.1934576,6.014197,3.8803573,2.465141,3.0078447,3.5481632,2.5935874,2.6038184,2.8987558,2.148407,6.902665,8.815153,3.170412,3.7481258,3.6261876,2.223038,1.6264997,1.4475296,1.8109405,1.828794,1.6874049,1.452316,1.5289913
5104_33406_000005_000001.wav,-291.22684,122.48881,-9.59375,26.092678,14.589697,-9.230699,-6.2038226,-11.857994,-28.114233,5.895644,-6.4023185,-2.4235682,-0.81878203,98.29748,59.431927,28.01583,22.936502,26.859978,19.897146,14.48454,18.454576,19.167042,14.814025,9.137126,10.5120535,7.8343787,21.84232,13.493535,5.4574313,4.7351747,6.137869,4.505254,2.9440982,4.2308946,3.8990197,2.8989086,2.0251927,2.2538664,1.6321491,9.907413,6.974353,3.4326224,2.7987313,3.641548,2.6537597,1.5223393,1.7641774,2.0307815,1.8560526,1.4489352,1.450961,0.92993146
5163_18515_000001_000000.wav,-380.79996,98.48862,-15.498472,16.79395,-8.408243,-11.456996,-20.918783,-9.028004,-21.727657,0.75691634,-14.724681,-6.7616525,-5.194509,87.13803,63.864025,17.80352,31.569883,23.006218,22.11272,17.684471,12.454763,15.443187,6.7566304,11.155898,13.547241,8.14998,12.218432,16.35074,2.2743268,6.316396,4.800808,4.9061785,3.862769,2.3126137,3.686022,1.1916503,2.9645894,2.32558,1.7842238,7.8949947,8.158725,2.6903956,2.5558085,4.2611666,3.1225138,2.0003529,1.378755,1.6988904,0.81924593,1.2036872,1.5934386,1.235352
5163_18515_000002_000000.wav,-328.16086,109.063255,-38.780743,12.994463,-7.4668007,-7.488635,-29.498785,-11.032524,-20.4113,8.050456,-8.234457,-12.565104,-2.0193791,100.02839,39.773468,36.078575,25.706894,23.570528,15.374468,18.758299,12.7548485,13.298985,13.37003,12.401523,10.398684,9.118733,14.060032,8.651749,7.147684,5.530846,4.6812634,3.2827423,3.6418989,2.5745273,2.352116,3.0928514,2.9899373,2.1125638,2.0244257,9.238331,6.186499,3.5864043,4.04998,3.2342203,2.1774848,1.8399938,1.7988276,1.7927916,2.0422125,1.4386982,1.6630039,1.1854331
5163_18515_000003_000000.wav,-318.94482,93.463135,-36.86306,11.951227,-4.5488067,-5.5170817,-26.24745,-19.225737,-18.719086,3.8512223,-7.733288,-10.029033,-3.138036,89.19053,58.65155,36.733284,25.975561,23.540674,18.987558,16.156267,14.572371,13.592728,12.191851,10.084324,10.485388,9.285627,14.195477,12.462279,7.6752806,5.1972075,4.7699585,4.0534377,2.9674134,2.8316023,2.432098,2.45792,2.0241082,2.0757039,1.7606732,9.141211,7.659746,4.3103905,2.9599452,2.6111536,2.4349077,1.9988714,1.8639349,1.4725759,1.6285207,1.2779438,1.338573,1.1485984
5192_19396_000026_000000.wav,-317.77896,103.50849,15.455403,55.412113,7.2806096,5.506771,-4.0671654,5.0598183,3.2236474,6.0921016,-6.2760677,9.457891,-7.8412795,94.0353,54.25509,24.033684,29.438221,20.692371,19.389637,15.462297,10.894832,8.879304,13.32214,12.475423,8.442122,8.284015,15.358213,10.22101,4.883049,4.938091,3.8654323,3.8416908,3.526828,2.197238,1.6428926,2.6873317,2.0755575,1.461336,1.6604916,9.62157,6.3595366,3.3634963,2.6730814,2.7918594,2.2226837,2.2787912,1.7721623,1.4077576,1.4746217,1.5369829,1.1061597,1.0265838
5192_19396_000029_000000.wav,-267.98264,110.45194,13.630146,35.167377,-6.3023806,1.1447875,-16.718317,2.2995126,-0.65614927,2.4151585,-8.68304,10.879045,-10.090272,87.65792,58.321438,36.549366,27.289167,35.19969,21.577694,17.984383,11.666424,10.278396,12.795196,10.954536,9.295842,9.085354,16.456879,11.536111,8.538132,5.5905185,5.8709903,4.054034,4.041297,2.2544372,2.0767496,2.2020957,1.8921117,1.8153261,1.933419,8.031338,6.607376,4.0507593,3.1351771,2.8781922,2.4963188,2.0805132,1.711805,1.2289841,1.6910253,1.3041168,1.1631299,1.1739234
5322_7678_000002_000000.wav,-384.66867,107.40913,-44.189728,45.94704,-0.79906756,-4.6336927,0.35454512,0.7563611,-0.6118822,3.6535072,5.691007,5.0252504,1.3970654,136.67924,78.98976,41.38197,45.14753,29.076797,20.269411,10.840399,19.976673,12.355675,13.038458,10.864578,14.102156,7.7831054,25.431896,21.636988,5.4842944,11.2449045,6.028816,4.7411036,2.6847599,4.081866,2.5781872,2.8336043,2.299787,3.0618088,1.3256578,16.615017,12.334823,3.7467673,5.846774,4.50095,3.178796,1.8051276,2.5367506,1.9901439,1.898227,1.5168153,1.7571877,1.1326091
5322_7678_000003_000000.wav,-303.77805,116.915886,-45.31659,48.984673,-9.32137,-5.2998786,0.55627716,-9.638039,-7.309743,6.57797,-8.988026,3.4984853,-2.0609558,99.62381,74.987724,37.38615,31.953794,26.906599,22.631655,16.10794,17.266083,15.777831,15.9709835,13.82794,12.656826,12.278335,18.531036,16.265701,7.282469,5.676308,5.13057,4.2244368,2.6483035,3.6939287,2.4696782,3.2923956,2.7558885,2.2968755,2.4365005,11.333703,8.011695,4.754486,3.1941102,2.805844,2.2725282,1.5261971,1.928084,1.5836165,2.0137177,1.5928117,1.3223212,1.4262162
5322_7678_000003_000002.wav,-329.89478,104.30778,-40.595654,44.49179,-0.060717266,-3.5780532,0.66880435,-9.696451,-5.471943,2.5161688,-6.857231,3.7627735,-0.65232134,117.05906,84.59,40.587437,36.43431,24.188002,22.100145,15.00855,15.792416,13.547423,14.30685,14.501989,12.5598,12.14763,20.057945,17.74586,7.650541,6.8570185,4.8840795,4.4590282,2.9098825,3.1332572,2.6566887,2.7860675,2.760597,2.4724886,2.3977706,12.03288,9.665927,4.613274,3.9481254,3.0780604,2.6418562,1.7598823,1.9020014,1.7959228,1.6564643,1.7167442,1.5262357,1.5687788
5339_14133_000002_000003.wav,-329.3678,93.06312,14.136227,17.077612,-1.6567163,-0.07451188,-5.4698443,-8.683438,-10.146387,-3.0348074,-18.124975,3.4528382,-11.588506,120.94596,65.26851,33.79398,26.60393,21.705725,20.862288,16.2951,16.731249,14.492289,12.957104,13.436009,9.257779,12.358145,19.442167,12.800918,6.511688,5.2689996,4.3558373,4.085507,3.234335,3.2226264,2.5598552,2.4789534,2.3359957,1.8074404,2.115255,10.687096,7.7258606,3.681459,3.0711925,2.5108263,2.6338894,1.874511,1.907833,1.5788152,1.6444577,1.4432871,1.3189247,1.2994097
5339_14133_000002_000004.wav,-324.29468,94.14105,9.497889,17.68834,-1.9047688,-0.4568815,-6.6406446,-11.168732,-6.664046,-2.1869614,-17.203476,3.6121554,-13.529814,135.56396,68.46861,34.408123,28.516098,20.67495,19.42783,15.74914,18.025276,15.679191,12.477794,12.482064,10.748413,13.080723,16.828106,14.012152,7.712407,5.6495914,4.166259,3.875412,3.2466674,3.6125648,2.9307055,2.6433997,2.4255145,2.1849582,2.402562,9.755925,7.6500816,4.236116,3.3502514,2.599711,2.3633382,1.9179682,2.1266918,1.6804906,1.6118652,1.379697,1.4216527,1.3340437
5339_14133_000003_000002.wav,-293.55988,85.826035,15.914104,27.206352,-3.9292877,-1.152955,-9.628131,-12.450477,-11.2464905,-8.173903,-20.24867,4.8005714,-14.752091,90.2497,77.270134,39.654606,28.50849,21.368855,24.117533,15.127725,18.386644,12.966391,14.705799,12.792817,8.418225,12.72036,18.163177,17.294159,7.7405586,5.9649024,4.2181816,4.9256854,3.0425606,4.320437,2.5146368,2.8455496,2.5107832,1.5320945,2.5428743,11.247014,9.924039,4.8902035,3.6455436,2.9044864,3.2768145,2.0521524,2.5458798,1.5514675,1.9151646,1.8273075,1.0390632,1.65981
5390_24512_000000_000002.wav,-328.27237,140.45645,-13.980835,35.29501,19.945969,11.846516,8.588122,-3.779244,-15.066827,-10.722945,-8.653264,-3.7504578,-4.2658687,84.5541,58.67763,28.516195,30.247377,22.964989,21.288614,12.0856695,15.600884,14.444805,15.773734,11.457793,9.7770195,9.092944,15.277352,10.957213,5.704119,5.9365706,4.6075835,4.1809325,2.0408392,3.0132155,2.2430222,2.5931919,2.045458,1.7932671,1.7406112,10.119665,6.500676,4.297589,3.1563883,2.5744517,2.581593,1.3859738,1.8281634,1.6614456,1.510785,1.3291368,1.4281695,1.0786412
5390_24512_000004_000001.wav,-319.4199,130.10097,-24.036003,38.908226,16.74206,12.97024,11.461629,-9.055495,-19.933403,-6.410772,-6.452208,-1.0158771,-4.557732,86.8477,58.002052,24.19037,29.520426,22.557758,20.052395,13.047714,15.764069,14.726045,14.241795,11.9777,9.950846,10.550944,13.9338255,12.377289,4.71406,5.9554224,4.318692,4.0191736,2.3589048,2.8451602,2.617276,2.6746516,2.2812219,1.9725375,2.0892115,8.5418825,6.794494,3.0769014,3.1192708,2.245761,2.3221111,1.4990354,1.9898722,1.6067852,1.7342052,1.3663934,1.226941,1.2511227
5390_24512_000015_000002.wav,-305.63007,130.84297,-19.392492,40.623314,17.657894,12.08012,10.32848,-10.472655,-18.601845,-9.272899,-12.630753,-1.5927529,-3.7305117,83.47,63.89722,24.89581,34.232346,25.29291,22.119059,14.857249,15.158137,15.040926,11.912401,12.051867,8.418819,10.950826,14.510346,13.910988,5.204448,6.0515246,4.4512587,4.8997307,2.6394582,3.087983,3.0238202,2.2690814,1.9546833,1.5776944,2.2554662,9.713149,7.6934185,3.4621596,3.284781,2.7966092,2.92361,1.5532962,1.707773,1.9322495,1.783972,1.3277401,1.0784949,1.1939491
5393_19218_000003_000000.wav,-307.43216,89.6686,-12.1420765,23.327492,-4.286246,6.704415,-19.178411,-3.4127815,-7.497173,3.3667502,-1.3433353,6.5071225,-5.9197426,81.97022,63.085957,28.46808,18.393072,15.327791,15.340306,14.327798,18.739643,8.985499,13.708545,8.634776,8.105662,9.0981,15.286957,15.396691,6.6865582,3.8312595,3.0789154,3.5116951,2.5008943,4.1574736,1.4179838,3.3167403,1.9939063,1.3341155,1.6692419,12.67996,9.055089,4.802657,2.216712,2.3958473,1.9390001,2.037887,2.8834684,1.1671056,1.9751633,1.115034,1.1783004,1.5437949
5393_19218_000004_000000.wav,-334.19992,110.0238,-17.804356,31.902523,0.48703647,-1.8595384,-12.890719,-5.7222304,-0.10653028,-8.026648,-3.1177216,4.0668874,-3.851312,92.14117,50.3515,25.829165,24.192991,17.093472,12.629105,16.205172,16.851465,11.579757,15.45819,9.34828,7.892099,8.822556,17.102072,9.545414,5.4195223,4.6970844,2.946325,2.5503447,3.1600738,3.05796,2.1143036,3.1759555,1.763029,1.6037222,1.7544421,10.851707,6.5755873,3.421316,3.2194278,2.184406,1.8986094,1.9982227,2.2860053,1.5983366,2.126518,1.2773792,0.94649196,1.291511
5393_19218_000005_000000.wav,-316.50732,107.529854,-11.228807,39.129005,4.3667603,-3.2282307,-14.585736,-5.2993417,-2.0972497,-2.860172,-5.808409,2.0605388,-3.8369272,96.99881,49.465763,30.67722,27.14986,17.703266,18.912804,16.74435,16.482767,14.494742,12.53138,10.116543,9.745298,11.391148,17.10174,9.05965,6.4439235,5.224307,3.6434186,3.6514976,3.0670264,3.1559439,2.864556,2.475237,1.7632993,1.6659787,2.3392758,11.7507305,6.520986,4.150271,3.2420661,2.5119345,2.6081276,2.3731349,2.3760865,1.9485377,1.5913895,1.2638453,1.2004155,1.4600968
5456_24741_000005_000001.wav,-328.2024,124.60609,16.826778,39.894962,1.5256178,5.0791826,-7.453707,-8.096699,-1.315568,-6.710619,-8.46471,4.9491634,-13.446551,111.09856,71.23376,29.544712,28.609701,31.453634,18.24239,20.783861,16.117638,11.590802,13.3826065,10.167936,11.593233,10.98286,19.410458,14.271569,5.958549,6.263601,6.15456,3.8966172,4.056883,3.303608,2.2142148,2.8206277,1.995912,2.4541655,2.085711,10.153072,7.869668,3.7940798,3.6805239,3.2377634,2.1020374,2.7164998,2.2706418,1.3803813,1.8208189,1.2657392,1.4300069,1.402777
5456_24741_000008_000000.wav,-330.55875,115.406006,19.765669,36.14238,-0.5995954,12.043382,-10.834303,-8.385988,0.35721338,-6.5652394,-10.984505,5.4750834,-13.677023,132.93434,72.207504,29.501217,32.51822,28.734104,16.537306,19.96296,17.905077,11.2805195,14.723342,11.645533,11.282024,11.108996,17.470604,13.065779,6.0633645,5.9853415,5.1060963,3.0430014,3.8664303,3.6543596,2.3277833,2.9931636,2.175595,2.1781206,2.1018398,10.82036,7.3649387,3.6411183,3.0298278,2.6736727,1.7121246,2.40269,2.1516752,1.4732066,1.9407709,1.3634186,1.3368917,1.3042719
5456_24741_000008_000001.wav,-318.79678,130.50447,19.567429,44.75983,0.0670291,9.753429,-14.024529,-11.85389,0.69998246,-6.2568645,-10.663538,2.3874178,-13.6759815,108.07426,67.305214,35.424957,31.039612,22.145235,19.428179,20.56571,17.612661,12.575621,14.067089,11.158726,9.9234085,10.286532,19.006844,13.383948,7.005189,5.792895,4.126624,4.2710714,4.4719057,3.60973,2.2324793,2.9221575,1.828784,1.690926,2.0511625,11.281174,8.589433,4.414368,3.7142823,2.5332193,2.6346405,2.5692077,2.4557285,1.5896112,1.854458,1.275637,1.297267,1.3232312
5463_39173_000013_000000.wav,-248.86565,119.64882,-16.936005,12.591977,-2.0922155,10.908597,3.059962,-3.7812529,-8.044325,2.8191254,-7.60575,11.716894,-8.91211,68.43643,58.893665,25.875381,23.732248,19.894815,14.653946,15.914343,10.541911,10.313682,7.624764,11.067832,8.672984,7.960484,9.147402,11.649655,5.6703687,5.8677506,4.1307154,2.9034986,3.7360446,2.0604873,1.911447,1.3945065,2.2630293,1.4663041,1.0123955,8.569385,8.463735,3.9627306,3.537888,2.3513148,2.214589,2.4126155,1.6678431,0.79887784,0.79293734,1.5926183,1.2171862,1.2834176
5463_39173_000015_000001.wav,-320.79398,103.6402,0.18670355,25.455107,5.3294673,16.389297,4.371228,-10.019827,-9.237801,-4.015217,-11.775978,11.540012,-4.1835575,116.329575,59.457645,28.042812,28.615702,22.221222,18.8908,14.872395,14.677647,14.076504,9.865002,13.589912,9.885444,9.398376,16.740364,13.077555,5.5674524,5.397202,4.102248,3.7729504,2.8149595,2.8568711,2.2145717,1.9399346,2.3766706,1.9766947,1.7154012,10.0854,7.806109,3.3667812,3.1633751,2.4954858,2.1466556,1.6269459,1.8204647,1.4883571,1.1692435,1.6763481,1.2235587,1.1158601
5463_39173_000021_000000.wav,-261.52228,105.68481,-11.193902,13.802485,-3.1394215,18.277193,8.198822,-16.00856,-12.94388,-2.4974303,-8.230457,11.744091,-7.325269,87.89768,69.75967,25.250284,31.520178,22.749777,16.02269,15.134263,15.276086,18.00958,11.068276,12.890228,9.445611,7.642706,19.48949,15.923458,6.0817037,6.665312,4.370538,3.14098,3.2329454,3.5459232,2.671007,2.2140975,2.6517098,1.8321937,1.5561236,9.446265,9.700319,3.1545334,3.2416015,2.5323098,2.168935,1.786708,2.0830202,1.5386351,1.5087581,1.7001618,1.14009,0.92836356
5514_19192_000004_000000.wav,-278.45303,93.235016,-2.8419054,33.275818,-25.221954,-21.327679,-7.9918027,8.57986,-14.784524,-5.0133667,-17.393858,-10.035443,0.36307386,91.974655,59.4612,29.74555,32.221897,22.384205,18.130201,13.590823,8.939401,12.478391,13.933443,8.68098,8.086289,10.5943575,18.14654,13.206528,5.886651,6.3876724,4.2073708,3.5816362,2.9423091,2.0220332,2.7903576,2.9775605,1.832793,1.7535014,2.062679,6.9834085,7.0901756,3.571045,3.2810948,2.7015817,2.4192798,2.0434818,1.2885976,1.470881,1.2459347,0.6612766,0.9435044,1.2790933
5514_19192_000005_000000.wav,-308.03424,95.04725,10.505573,22.138235,-21.364548,-19.248379,-15.50602,3.101927,-12.583695,-3.539474,-17.168747,-11.719286,-1.336502,79.89366,57.304695,27.928755,27.614714,20.04121,18.405426,16.951574,12.597468,12.187275,9.964135,11.23395,9.206099,10.235086,16.86477,11.893692,5.55174,5.7728477,3.9405167,3.857953,3.3869798,2.4513261,2.0246902,1.9275097,2.236948,1.6791615,2.0240262,9.735504,7.0599027,3.3808417,2.906884,2.7802188,1.9253433,1.5411142,1.4201477,1.1730384,1.2138149,1.0983753,1.213358,1.2784516
5514_19192_000006_000000.wav,-292.46915,91.12731,12.581897,17.172474,-18.630352,-17.773453,-14.464403,2.8641098,-15.605977,-4.9343553,-13.997779,-11.57605,6.1560025,71.891846,62.25023,33.085033,27.192822,21.72066,16.944166,16.579432,12.829008,13.565603,10.450547,8.002236,8.997681,8.803353,13.332502,13.888556,6.4537654,5.295652,4.4375315,3.3678663,2.9858055,2.717524,2.4951293,1.9148358,1.4353118,1.6980337,1.7308651,9.377822,8.124976,3.4859943,2.7587159,2.607163,2.15367,1.931925,1.7792981,1.4233761,1.3136611,1.1000898,1.188012,1.1210634
5561_39621_000002_000000.wav,-167.53564,97.56001,-16.018948,33.330814,-6.9877133,4.6476297,-3.0532148,-5.0803423,-6.698546,14.73461,-6.757559,-3.4131095,-9.106555,123.04531,65.168564,31.677475,20.49702,19.611277,17.752748,15.229928,13.951844,8.840204,12.082862,8.658494,8.358595,7.422431,15.940802,15.851202,7.1697974,5.242986,3.0411084,3.571303,2.280976,2.8194363,1.1941853,2.8429754,1.8470414,2.2661111,1.843373,15.214605,7.190775,4.1615477,2.7377977,2.2262087,2.7314732,2.4865046,2.1154838,1.1551144,1.6443332,1.197572,1.2886443,1.0251358
5561_39621_000004_000000.wav,-190.78485,108.812744,-21.175648,36.765785,1.3356367,0.28379828,3.2492,-10.510872,-5.0216146,4.781723,-12.099236,2.9846117,-6.708962,107.369644,57.496433,32.1984,26.815634,19.071629,19.896698,15.358134,18.527655,11.750911,12.028347,12.071929,8.634534,8.35736,18.16282,12.888237,6.0395164,5.700716,3.9650555,3.9717765,2.9115715,3.9336774,2.4725275,2.3181493,2.5462627,1.6218922,1.4931872,10.5320425,8.139945,3.7539227,3.2091742,2.3756895,2.411059,1.8106449,2.5004282,1.6369337,1.524453,1.530172,1.0672616,1.1493675
5561_39621_000005_000001.wav,-240.1589,140.29669,0.27653247,8.33917,-19.426464,5.1594806,15.971202,-3.1867564,-6.5645394,11.49603,-10.810247,6.532689,-4.199598,144.87013,32.867638,34.543385,11.8577585,28.768559,16.987665,11.252794,9.855667,13.544495,10.373673,12.581448,5.9049816,9.964947,34.155018,5.628676,9.295863,2.5558243,6.1494994,2.705428,2.3848612,1.760211,2.6261334,2.3749487,2.866801,0.8429943,2.16163,7.848091,4.036462,3.4741132,1.1362936,2.3303468,1.7821596,1.722719,1.1848195,0.97777873,1.939982,2.236875,0.793662,1.3659494
5652_19215_000001_000000.wav,-363.37396,69.07736,-26.63829,34.835144,0.85225695,3.2445192,-8.751664,9.423106,1.6213045,2.6037226,-2.431762,-1.6327308,-7.1465893,100.6885,57.742817,38.947083,24.99234,21.288248,17.889519,17.416737,15.401474,12.251283,12.297923,8.974678,9.801638,11.7449665,18.84453,12.426518,8.634785,5.361845,4.3641186,3.837338,2.9717925,2.907057,2.5439172,2.3364522,1.6901367,1.9683082,2.3406196,11.7587385,7.473701,4.98795,2.8826842,2.478174,2.4152038,2.0436187,1.9987692,1.5694607,1.525046,1.166302,1.2552977,1.4044768
5652_19215_000002_000001.wav,-341.6913,71.825745,-22.717735,36.83707,0.5618823,5.0948834,-11.372169,6.1843023,0.46828577,-1.3731515,0.76165295,-0.23687732,-8.547118,94.77324,45.190514,35.30441,25.563704,21.146938,17.606558,18.990116,15.35139,12.526009,13.379251,8.66467,8.736926,11.965756,18.529512,8.265946,7.5809894,5.2800894,4.1590014,3.6983778,3.923852,2.9004717,2.4097772,2.9552157,1.5491073,1.619756,2.5499504,12.371162,6.029639,5.3774033,2.9482148,2.6742,2.7936265,2.3543396,1.9029841,1.5909272,2.1814015,1.1147087,1.31798,1.6375589
5652_19215_000002_000002.wav,-356.99527,84.961426,-15.675804,29.797894,6.7101693,5.1518564,-12.29819,5.4330115,6.927562,-3.1204507,-4.285785,-0.45441136,-11.220014,126.860146,54.350346,35.05699,22.02279,21.183094,15.457181,13.402105,15.566562,15.633585,15.696793,8.792591,7.8776183,11.431599,24.854174,11.944351,7.447274,3.6511343,4.478117,3.1397836,2.7745168,3.2085452,3.2152529,3.2530043,1.7573158,1.5446078,2.499745,15.919925,5.658475,5.498586,2.6865506,2.5829248,1.9344397,1.9020445,2.0719688,1.6626126,2.0201633,1.0099611,1.2290672,1.459611
5678_43301_000005_000000.wav,-276.89792,105.343285,0.6639142,36.492912,22.38186,11.724812,-4.3450866,7.438735,-11.273075,3.1740675,-3.45558,1.5013127,-0.3861028,106.33601,82.16952,34.76333,30.76007,29.309677,19.116116,14.850048,14.205159,13.918201,12.738852,13.995324,12.052187,10.464375,20.880653,16.579727,7.2462864,5.837451,6.3201847,3.8667006,3.1087298,2.6021423,2.7960465,2.6594334,2.7473152,2.6501346,2.1676135,13.318911,9.074568,4.3400116,3.415877,3.7942417,2.3928142,1.7930793,1.6570516,1.7700691,1.8568174,1.6612605,1.7358261,1.3524433
5678_43301_000005_000003.wav,-260.91495,102.06276,-0.62688106,35.298943,15.755946,14.388087,-5.811694,5.259316,-11.706267,-0.4374096,-2.4985363,1.9092735,-4.7892413,102.6361,68.66175,29.07877,29.770071,30.687162,15.444001,11.921114,14.403822,19.814947,12.359228,11.660372,11.464895,8.860736,19.857935,15.596278,6.069656,6.105167,5.6584787,2.9454658,2.3801162,2.975853,3.7495956,2.4916854,2.3366637,2.2146437,1.7830414,15.139964,10.083919,4.177689,3.7923155,3.1370282,2.0922217,1.6059207,1.7906721,2.2308214,1.6475155,1.4792273,1.4538759,1.0634583
5678_43301_000005_000005.wav,-269.17307,104.75004,2.0988948,39.098003,15.50156,9.972157,-2.1826797,6.274899,-12.4043255,0.538743,-1.2875372,2.0206892,-1.9671029,97.338875,71.642166,31.392023,28.951778,27.014948,20.453571,14.692467,15.685169,14.960658,12.902672,13.502705,11.057677,9.4411335,17.942282,14.801321,6.150297,5.600514,5.3060637,3.7603602,2.6335254,3.1040134,2.8636975,2.5012527,2.661992,2.2318578,1.7448052,12.356718,9.101155,3.9600668,3.140162,3.1957855,2.282123,1.6805593,1.9470407,1.8419523,1.5934759,1.6644857,1.4931557,1.1364487
